Brand,Name,Price,Styles,Review Count,Star Rating,Product Details,Product Details Alt,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars
Rothco,Rothco Top Load Canvas Duffle Bag,17.99 - 46.25,ACU; Black; Coyote Brown; Foliage; Navy Blue; Olive Drab,547 customer reviews,4.3 out of 5 stars,NA,Shipping Weight:  3 pounds (View shipping rates and policies); ASIN:  B018MV1K8Y; Item model number:  3336; Average Customer Review: 547 customer reviews; Amazon Best Sellers Rank:  #4514 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#23 in Sports & Outdoors > Sports & Fitness > Hunting & Fishing > Hunting > Gun Accessories Maintenance & Storage > Gun Holsters Cases & Bags > Bags & Packs > Tactical Bags & Packs#130 in Sports & Outdoors > Sports & Fitness > Hunting & Fishing > Tactical & Personal Defense#277 in Sports & Outdoors > Sports & Fitness > Hunting & Fishing > Shooting; #23 in Sports & Outdoors > Sports & Fitness > Hunting & Fishing > Hunting > Gun Accessories Maintenance & Storage > Gun Holsters Cases & Bags > Bags & Packs > Tactical Bags & Packs; #130 in Sports & Outdoors > Sports & Fitness > Hunting & Fishing > Tactical & Personal Defense; #277 in Sports & Outdoors > Sports & Fitness > Hunting & Fishing > Shooting,5 star (69%),4 star (17%),3 star (7%),2 star (4%),1 star (3%)
WANDF,Wandf Foldable Travel Duffel Bag Luggage Sports Gym Water Resistant Nylon,13.99,Black; Blue; 26" Black; 26" Plum; 26“ Gray; Denim Yellow; Fuchsia; Gold; Green; Grey; Navy Blue; Plum,640 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  20 x 14 x 8.5 inches; Shipping Weight:  7.2 ounces (View shipping rates and policies); ASIN:  B01724Z47K; ; Item model number:  T302YL; Date first available at Amazon.com:  December 17 2015; Amazon Best Sellers Rank:  #7245 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#12 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #12 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 640 customer reviews,5 star (73%),4 star (17%),3 star (6%),2 star (1%),1 star (3%)
Rothco,Rothco G.I. Style Double-Strap Duffle Bag,29.67,Black; Coyote; Olive Drab,396 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  14 x 10 x 6 inches; Shipping Weight:  2.7 pounds (View shipping rates and policies); ASIN:  B00029R89K; ; Item model number:  2485; Date first available at Amazon.com:  March 4 2006; Amazon Best Sellers Rank:  #29707 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#68 in Clothing Shoes & Jewelry > Uniforms Work & Safety > Clothing > Military#78 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; #68 in Clothing Shoes & Jewelry > Uniforms Work & Safety > Clothing > Military; #78 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; Average Customer Review: 396 customer reviews,5 star (75%),4 star (15%),3 star (4%),2 star (2%),1 star (4%)
Toupons,Toupons 20.8'' Large Canvas Travel Tote Luggage Men's Weekender Duffle Bag,29.99,Black; Blue; Army Green; Coffee; Grey,426 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  16.1 x 12.7 x 2.5 inches; Shipping Weight:  2.85 pounds (View shipping rates and policies); ASIN:  B01CEAHSFS; ; Item model number:  A-002; Date first available at Amazon.com:  March 1 2016; Amazon Best Sellers Rank:  #6626 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#1 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes; #1 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Gym Totes; Average Customer Review: 426 customer reviews,5 star (75%),4 star (15%),3 star (6%),2 star (2%),1 star (2%)
NEWHEY,Travel Duffel Bag Waterproof Canvas Overnight Bag Leather Weekend Carryon Bag,49.86,,64 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  12.2 x 12.2 x 5.2 inches; Shipping Weight:  3.2 pounds (View shipping rates and policies); ASIN:  B07797T3KG; ; Date first available at Amazon.com:  November 9 2017; Amazon Best Sellers Rank:  #15566 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#33 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #33 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 64 customer reviews,5 star (91%),4 star (3%),3 star (2%),2 star (1%),1 star (3%)
,Olympia 29" Pocket Rolling Duffel Bag,34.99,Black; Black / Gray; Black w/ Beige - Exclusive Color; Charcoal Gray w/ Black - Exclusive Color; Green; Navy; Navy w/ Black - Exclusive Color; Pink/Gray; Red; Royal Blue,666 customer reviews,3.8 out of 5 stars,NA,Product Dimensions:  14 x 15 x 29 inches; Shipping Weight:  5.75 pounds (View shipping rates and policies); ASIN:  B01HSQ1ITA; ; California residents:  Click here for Proposition 65 warning; Item model number:  SRD-29-GN; Date first available at Amazon.com:  June 30 2016; Amazon Best Sellers Rank:  #9864 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#35 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; #35 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; Average Customer Review: 666 customer reviews,5 star (54%),4 star (19%),3 star (7%),2 star (8%),1 star (12%)
Stansport,Stansport Deluxe Canvas Duffel Bag with Zipper,18.52,36"X13"X13"; 42"X15"X15"; 50"X18"X18"; Olive Green; Black,219 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  42 x 15 x 15 inches ; 3.2 pounds; Shipping Weight:  2.8 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B007UQ81CG; Item model number:  1233; Average Customer Review: 219 customer reviews; Amazon Best Sellers Rank:  #7671 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#173 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Backpacks; #173 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Backpacks,5 star (79%),4 star (16%),3 star (3%),2 star (2%),1 star (0%)
Stansport,Stansport Deluxe Duffel Bag with Shoulder Strap,12.34 - 184.85,Black; Olive Green,335 customer reviews,4.2 out of 5 stars,NA,Product Dimensions:  13 x 10 x 2 inches ; 4.3 pounds; Shipping Weight:  3 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B01B7MUDPG; Item model number:  B004Z0YXOA-Parent; Average Customer Review: 335 customer reviews; Amazon Best Sellers Rank:  #6748 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#29 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #29 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,5 star (63%),4 star (15%),3 star (10%),2 star (5%),1 star (7%)
Carhartt,Carhartt Legacy Gear Bag 20 inch Black,54.99,Black; Carhartt Brown; Real Tree Xtra Camo; 20-Inch; 23-Inch; 30-Inch,69 customer reviews,4.5 out of 5 stars,Part Number: 10029101; Item Weight: 1.6 pounds; Product Dimensions: 20 x 10.5 x 10 inches; Item model number: 10029101; Size: 20-Inch; Color: Black; Style: Carhartt Legacy 20" Gear Bag; Item Package Quantity: 1; Batteries Included?: No; Batteries Required?: No; ASIN: B00ES8KVT0; Customer Reviews: 69 customer reviews4.5 out of 5 stars; Best Sellers Rank: #67425 in Tools & Home Improvement (See top 100)#242 in Tools & Home Improvement > Power & Hand Tools > Tool Organizers > Tool Bags#255 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels#2087 in Tools & Home Improvement > Storage & Home Organization; Shipping Weight: 1.68 pounds (View shipping rates and policies); Domestic Shipping: Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping: This item can be shipped to select countries outside of the U.S. Learn More; Date First Available: January 1 2014,NA,5 star (78%),4 star (10%),3 star (6%),2 star (2%),1 star (4%)
,WITZMAN Men Travel Backpack Canvas Rucksack Vintage Duffel Bag,65.57,18.5 inch BLUE; 18.5 inch BROWN; 18.5 inch Black; 18.5 inch Light Green; 21 INCH Black; 21 INCH Blue; 21 inch Brown; 21 inch Light Green,295 customer reviews,4.6 out of 5 stars,NA,Product Dimensions:  11.5 x 8 x 18.5 inches; Shipping Weight:  3.2 pounds (View shipping rates and policies); ASIN:  B01GHPH31U; ; Item model number:  A2021 big size brown; Date first available at Amazon.com:  February 1 2016; Amazon Best Sellers Rank:  #10392 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#22 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #22 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 295 customer reviews,5 star (77%),4 star (13%),3 star (6%),2 star (2%),1 star (2%)
,Fila Advantage Small Travel Gym Sport Duffel Bag,19.19,Black/Lime; Blue/Lime; Pink; Teal,77 customer reviews,3.9 out of 5 stars,NA,Product Dimensions:  19 x 10 x 10 inches; Shipping Weight:  1.6 pounds (View shipping rates and policies); ASIN:  B019RTVV3Y; ; Item model number:  FL-SD-3619; Date first available at Amazon.com:  January 14 2016; Amazon Best Sellers Rank:  #10615 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#23 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels#37 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; #23 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #37 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; Average Customer Review: 77 customer reviews,5 star (59%),4 star (17%),3 star (9%),2 star (5%),1 star (10%)
,Rockland Luggage 40 Inch Rolling Duffle,39.99,Black; Camouflage; Navy; Red,343 customer reviews,3.2 out of 5 stars,NA,Product Dimensions:  41 x 17 x 7 inches; Shipping Weight:  8.75 pounds (View shipping rates and policies); ASIN:  B003EZXP5U; ; California residents:  Click here for Proposition 65 warning; Item model number:  PRD340-BLACK; Date first available at Amazon.com:  April 18 2010; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #17612 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#38 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #38 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 343 customer reviews,5 star (37%),4 star (14%),3 star (12%),2 star (11%),1 star (26%)
KAVU,KAVU Women Paxton Pack Backpack,54.95,Black n Tan; Blue Blot; Busy Livin; Butterfly; Campground; Candy Stars; Coastal Blocks; Desert Mosaic; Electric Lily; Everglade Tile; Fall Garden; Flutterfly; Fly Fish; Got Dots; Jet Black; Maritime; Midnight Floral; Mixed Weave; Mojave; Mojave Dunes; Natural Diver; Navy Camper; Neon Montage; Night Range; Out Foxed; Pattern Party; Raccoon; Shark Bait; Space Pop; Star Gaze; Taffy; Top Water; Urban Dots; Wild Woods; Wilderness; terrain,356 customer reviews,4.5 out of 5 stars,NA,Product Dimensions:  14 x 10 x 1 inches ; 2.5 pounds; Shipping Weight:  13.1 ounces (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; ASIN:  B01H5DYKD2; Item model number:  870; Average Customer Review: 356 customer reviews; Amazon Best Sellers Rank:  #4500 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#71 in Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Backpacks & Bags#304 in Sports & Outdoors > Outdoor Recreation > Outdoor Clothing#499 in Clothing Shoes & Jewelry > Luggage & Travel Gear; #71 in Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Backpacks & Bags; #304 in Sports & Outdoors > Outdoor Recreation > Outdoor Clothing; #499 in Clothing Shoes & Jewelry > Luggage & Travel Gear,5 star (81%),4 star (7%),3 star (6%),2 star (3%),1 star (3%)
NorthStar,North Star Bags 42" Gear Duffel Bag,27.64,Midnight Black; Pacific Blue; Slate Gray,464 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  16 x 4 x 7 inches ; 2.7 pounds; Shipping Weight:  3.2 pounds (View shipping rates and policies); Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item can be shipped to select countries outside of the U.S. Learn More; ASIN:  B00LY0HSFA; Item model number:  SD1842DLX-PB; Average Customer Review: 464 customer reviews; Amazon Best Sellers Rank:  #7776 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#36 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #36 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,5 star (72%),4 star (16%),3 star (4%),2 star (3%),1 star (5%)
,Vera Bradley Large Duffel Bag,71.55,African Violet with Violet Interior; Bandana Swirl with Solid-Color Interior Lining; Baroque with Solid Black Interior; Blanco Bouquet with Black Interior; Blue Bayou; Blueberry Blooms; Camofloral with Black Interior; Caribbean Sea with Navy Interior; Cheery Blossoms; Cool Angles; Ellie Flowers; Espresso; Fire Red; Floral Fiesta With Black Interior; Fuchsia; Hot Angles; Impressionista; Jazzy Blooms; Katalina Blues with Navy Interior; Leopard With Black Interior; Lola; Lucky You with Navy Interior; Marrakesh With Solid Navy Blue Interior; Multicoloured; Nomadic Floral; Parisian Paisley with Black Interior; Pirouette Pink; Purple/White Mini Conerto; Ribbons with Solid Pink Interior; Rio With Navy Interior; Rosewood; Santiago Stripes; Scottie Dogs With Black Interior; Sierra Stream; Sierra Stream with Black Interior; Silhouette Floral with Red Interior; Sky Blue; Stamped Paisley with Solid Pink Interior; Suzani with Solid Black Interior; Tribal Valley; Tutti Frutti; Wildflower Garden; Zebra,564 customer reviews,4.7 out of 5 stars,NA,Product Dimensions:  11.5 x 22 x 11.5 inches; Shipping Weight:  1.25 pounds (View shipping rates and policies); ASIN:  B01AHSQ6L6; ; Item model number:  15460374; Date first available at Amazon.com:  April 21 2016; ; Domestic Shipping:  Currently item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments please check with the manufacturer regarding warranty and support issues.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #24922 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#26 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#110 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #26 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #110 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 564 customer reviews,5 star (87%),4 star (7%),3 star (2%),2 star (1%),1 star (3%)
,AmazonBasics Packable Travel Duffel 23-inch Black,19.99,,36 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  23 x 7.8 x 10.8 inches; Shipping Weight:  1.94 pounds (View shipping rates and policies); ASIN:  B01J24HCL4; ; Item model number:  ZH1603217R1; Date first available at Amazon.com:  August 1 2016; Amazon Best Sellers Rank:  #14053 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#31 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #31 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 36 customer reviews,5 star (75%),4 star (17%),3 star (5%),N/A,1 star (3%)
,Everest 16-Inch Round Duffel,11.94,Black; Navy,245 customer reviews,4.3 out of 5 stars,NA,Product Dimensions:  16.1 x 9.1 x 9.1 inches; Shipping Weight:  12 ounces (View shipping rates and policies); ASIN:  B005HOMZLG; ; Item model number:  16P-BK; Date first available at Amazon.com:  August 1 2011; ; Domestic Shipping:  Item can be shipped within U.S.; International Shipping:  This item is not eligible for international shipping. Learn More; Amazon Best Sellers Rank:  #8016 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#14 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #14 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; Average Customer Review: 245 customer reviews,5 star (65%),4 star (19%),3 star (9%),2 star (4%),1 star (3%)
,Travelpro Maxlite 4 Tote,47.59,Black; Blue,85 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  11 x 18 x 8 inches; Shipping Weight:  2.85 pounds (View shipping rates and policies); ASIN:  B016IO9GXI; ; Item model number:  401150301; Date first available at Amazon.com:  January 7 2016; Amazon Best Sellers Rank:  #23344 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#24 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes#103 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; #24 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Totes; #103 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Luggage; Average Customer Review: 85 customer reviews,5 star (75%),4 star (10%),3 star (5%),2 star (2%),1 star (8%)
ICE USA,ICEUSA 42-inch Rolling Wheeled Bag Cargo Duffel Outdoor Travel Oversize Hockey Sports Duffle 42" Black XL,79.11,,39 customer reviews,4.4 out of 5 stars,NA,Product Dimensions:  42 x 18 x 18 inches; Shipping Weight:  8.9 pounds (View shipping rates and policies); ASIN:  B01NCKSPYG; Average Customer Review: 39 customer reviews; Amazon Best Sellers Rank:  #25399 in Sports & Outdoors (See Top 100 in Sports & Outdoors)#106 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels; #106 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Travel Duffels,5 star (77%),4 star (13%),3 star (3%),2 star (5%),1 star (2%)
Trustbag,Foldable Travel Duffel Bag Trustbag Luggage Sports Gym Water Resistant Nylon,9.99,Blue; Navy; red,247 customer reviews,3.8 out of 5 stars,NA,Product Dimensions:  18.9 x 6.4 x 12.6 inches; Shipping Weight:  4.8 ounces (View shipping rates and policies); ASIN:  B06ZYM9W1G; ; Item model number:  10479494; Date first available at Amazon.com:  April 10 2017; Amazon Best Sellers Rank:  #12059 in Clothing Shoes & Jewelry (See Top 100 in Clothing Shoes & Jewelry)#42 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; #42 in Clothing Shoes & Jewelry > Luggage & Travel Gear > Gym Bags > Sports Duffels; Average Customer Review: 247 customer reviews,5 star (66%),4 star (6%),3 star (5%),2 star (4%),1 star (19%)
